INFO 2021-12-28 22:38:19,675 autoreload 637 Watching for file changes with StatReloader
INFO 2021-12-28 23:14:32,932 basehttp 161 "GET /article/ HTTP/1.1" 200 14279
INFO 2021-12-28 23:14:32,961 basehttp 161 "GET /static/css/auto_meida.css HTTP/1.1" 200 976
INFO 2021-12-28 23:14:32,975 basehttp 161 "GET /static/images/mainendbgmobileend.png HTTP/1.1" 304 0
INFO 2021-12-28 23:15:14,500 autoreload 637 Watching for file changes with StatReloader
INFO 2021-12-28 23:16:39,854 basehttp 161 "GET /article/ HTTP/1.1" 200 14279
INFO 2021-12-28 23:16:39,879 basehttp 161 "GET /static/css/base.css HTTP/1.1" 304 0
INFO 2021-12-28 23:16:39,881 basehttp 161 "GET /static/css/auto_meida.css HTTP/1.1" 200 986
INFO 2021-12-28 23:16:39,895 basehttp 161 "GET /static/images/mainendbgmobileend.png HTTP/1.1" 304 0
INFO 2021-12-28 23:16:47,056 basehttp 161 "GET /article/ HTTP/1.1" 200 14279
INFO 2021-12-28 23:16:47,077 basehttp 161 "GET /static/css/auto_meida.css HTTP/1.1" 200 987
INFO 2021-12-28 23:26:15,400 basehttp 161 "GET / HTTP/1.1" 200 8694
INFO 2021-12-28 23:26:15,444 basehttp 161 "GET /static/assets/css/main.css HTTP/1.1" 200 36126
INFO 2021-12-28 23:26:15,449 basehttp 161 "GET /static/assets/css/fontawesome-all.min.css HTTP/1.1" 200 56021
INFO 2021-12-28 23:26:15,450 basehttp 161 "GET /media/img/lgd.png HTTP/1.1" 200 141421
INFO 2021-12-28 23:26:15,451 basehttp 161 "GET /static/images/jinwu.png HTTP/1.1" 200 176629
INFO 2021-12-28 23:26:15,465 basehttp 161 "GET /static/assets/js/breakpoints.min.js HTTP/1.1" 200 2439
INFO 2021-12-28 23:26:15,465 basehttp 161 "GET /static/assets/js/browser.min.js HTTP/1.1" 200 1851
INFO 2021-12-28 23:26:15,466 basehttp 161 "GET /static/assets/js/main.js HTTP/1.1" 200 8435
INFO 2021-12-28 23:26:15,466 basehttp 161 "GET /static/assets/js/util.js HTTP/1.1" 200 12433
INFO 2021-12-28 23:26:15,467 basehttp 161 "GET /static/assets/js/jquery.min.js HTTP/1.1" 200 88145
INFO 2021-12-28 23:26:15,708 basehttp 161 "GET /static/images/overlay.png HTTP/1.1" 200 4385
INFO 2021-12-28 23:26:15,709 basehttp 161 "GET /static/images/bg.jpg HTTP/1.1" 200 86682
INFO 2021-12-28 23:26:17,292 basehttp 161 "GET /article/ HTTP/1.1" 200 14330
INFO 2021-12-28 23:26:17,319 basehttp 161 "GET /static/css/base.css HTTP/1.1" 304 0
